country,country_code,continent,population,indicator,daily_count,date,rate_14_day,source
India,IND,Asia,1380004385,deaths,336,6/19/2020,4.510855232,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,375,6/20/2020,4.569550697,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,306,6/21/2020,4.58331877,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,445,6/22/2020,4.756506625,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,312,6/23/2020,4.742738553,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,465,6/24/2020,4.877520733,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,418,6/25/2020,4.921723491,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,407,6/26/2020,4.929694481,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,384,6/27/2020,4.92824521,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,410,6/28/2020,4.999984112,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,380,6/29/2020,5.039839058,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,418,6/30/2020,5.067375203,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,507,7/1/2020,3.983320676,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,434,7/2/2020,4.055784214,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,379,7/3/2020,4.086943535,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,442,7/4/2020,4.135494106,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,613,7/5/2020,4.357957167,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,425,7/6/2020,4.343464459,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,467,7/7/2020,4.455782943,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,482,7/8/2020,4.468101744,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,487,7/9/2020,4.518101586,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,475,7/10/2020,4.567376791,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,519,7/11/2020,4.665202567,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,551,7/12/2020,4.767376156,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,500,7/13/2020,4.854332401,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,553,7/14/2020,4.952158177,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,582,7/15/2020,5.006505831,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,606,7/16/2020,5.131143116,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,687,7/17/2020,5.354330813,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,671,7/18/2020,5.520272314,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,543,7/19/2020,5.469547838,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,681,7/20/2020,5.655054495,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,587,7/21/2020,5.74201074,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,648,7/22/2020,5.862300213,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1129,7/23/2020,6.327516126,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,740,7/24/2020,6.519544501,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,757,7/25/2020,6.692007721,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,705,7/26/2020,6.80360157,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,708,7/27/2020,6.954325728,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,654,7/28/2020,7.027513902,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,768,7/29/2020,7.162296082,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,775,7/30/2020,7.284759461,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,779,7/31/2020,7.351425916,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,764,8/1/2020,7.418817006,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,853,8/2/2020,7.643453974,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,771,8/3/2020,7.708671158,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,803,8/4/2020,7.865192399,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,857,8/5/2020,8.016641193,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,904,8/6/2020,7.853598233,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,886,8/7/2020,7.959394999,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,933,8/8/2020,8.086930825,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,861,8/9/2020,8.199973944,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1007,8/10/2020,8.416639922,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,871,8/11/2020,8.5738858,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,834,8/12/2020,8.621711735,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,942,8/13/2020,8.742725843,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1007,8/14/2020,8.907942709,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,996,8/15/2020,9.076058117,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,944,8/16/2020,9.141999936,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,941,8/17/2020,9.265187951,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,876,8/18/2020,9.318086333,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1092,8/19/2020,9.488375647,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,977,8/20/2020,9.54127403,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,983,8/21/2020,9.611563662,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,945,8/22/2020,9.620259286,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,912,8/23/2020,9.657215691,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,836,8/24/2020,9.533303041,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,848,8/25/2020,9.516636427,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1059,8/26/2020,9.679679387,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1023,8/27/2020,9.738374853,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1057,8/28/2020,9.774606622,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1021,8/29/2020,9.792722506,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,948,8/30/2020,9.795621048,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,971,8/31/2020,9.817360109,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,759,9/1/2020,9.73257777,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1105,9/2/2020,9.74199803,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1043,9/3/2020,9.789823965,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1096,9/4/2020,9.871707763,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1089,9/5/2020,9.976055257,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1065,9/6/2020,10.08692447,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1016,9/7/2020,10.21735884,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1133,9/8/2020,10.42387992,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1115,9/9/2020,10.4644595,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1172,9/10/2020,10.57243017,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1209,9/11/2020,10.68257475,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1201,9/12/2020,10.81300912,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1114,9/13/2020,10.93329859,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1136,9/14/2020,11.05286343,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1054,9/15/2020,11.26663087,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1290,9/16/2020,11.40068841,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1132,9/17/2020,11.46518096,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1174,9/18/2020,11.52170252,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1247,9/19/2020,11.63619491,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1133,9/20/2020,11.68547012,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1130,9/21/2020,11.76807855,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1053,9/22/2020,11.71010772,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1085,9/23/2020,11.68836866,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1129,9/24/2020,11.65720934,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1141,9/25/2020,11.60793413,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1089,9/26/2020,11.52677497,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1124,9/27/2020,11.53402132,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1039,9/28/2020,11.46373169,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,776,9/29/2020,11.26228305,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1179,9/30/2020,11.18184853,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1181,10/1/2020,11.21735566,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1095,10/2/2020,11.16010947,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1069,10/3/2020,11.03112437,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,940,10/4/2020,10.89126974,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,903,10/5/2020,10.72677751,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,884,10/6/2020,10.60431413,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,986,10/7/2020,10.53257523,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,971,10/8/2020,10.41808284,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,964,10/9/2020,10.28982238,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,926,10/10/2020,10.17170681,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,918,10/11/2020,10.02243192,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,816,10/12/2020,9.860838232,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,706,10/13/2020,9.810113756,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,730,10/14/2020,9.484752471,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,680,10/15/2020,9.121710146,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,895,10/16/2020,8.97678307,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,837,10/17/2020,8.808667662,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,1033,10/18/2020,8.876058753,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,579,10/19/2020,8.64127689,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,587,10/20/2020,8.426060182,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,717,10/21/2020,8.231133266,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,702,10/22/2020,8.036206349,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,690,10/23/2020,7.837656255,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,650,10/24/2020,7.63765689,"Epidemic intelligence, national daily data"
India,IND,Asia,1380004385,deaths,578,10/25/2020,7.391280862,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/2/2020,,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/3/2020,,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/4/2020,,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/5/2020,,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/6/2020,,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/7/2020,,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/8/2020,,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/9/2020,,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/10/2020,,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/11/2020,,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/12/2020,,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/13/2020,,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/14/2020,,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/15/2020,0,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/16/2020,0,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/17/2020,0,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/18/2020,0,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/19/2020,0,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/20/2020,0,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/21/2020,0,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/22/2020,0,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/23/2020,0,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/24/2020,0,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/25/2020,0,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/26/2020,0,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/27/2020,0,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/28/2020,0,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/29/2020,0,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/30/2020,0,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,1/31/2020,0,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,2,2/1/2020,0.00300088,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,2/2/2020,0.00300088,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,2/3/2020,0.00300088,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,2/4/2020,0.00300088,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,1,2/5/2020,0.00450132,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,2/6/2020,0.00450132,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,1,2/7/2020,0.00600176,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,2/8/2020,0.00600176,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,2/9/2020,0.00600176,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,4,2/10/2020,0.012003521,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,1,2/11/2020,0.013503961,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,2/12/2020,0.013503961,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,1,2/13/2020,0.015004401,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,2/14/2020,0.015004401,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,2/15/2020,0.012003521,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,2/16/2020,0.012003521,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,2/17/2020,0.012003521,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,2/18/2020,0.012003521,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,2/19/2020,0.010503081,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,2/20/2020,0.010503081,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,2/21/2020,0.009002641,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,2/22/2020,0.009002641,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,1,2/23/2020,0.010503081,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,2/24/2020,0.00450132,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,0,2/25/2020,0.00300088,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,2,2/26/2020,0.00600176,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,5,2/27/2020,0.012003521,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,4,2/28/2020,0.018005281,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,8,2/29/2020,0.030008802,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,12,3/1/2020,0.048014083,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,5,3/2/2020,0.055516284,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,22,3/3/2020,0.088525966,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,40,3/4/2020,0.148543571,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,55,3/5/2020,0.231067777,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,56,3/6/2020,0.315092423,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,51,3/7/2020,0.391614868,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,81,3/8/2020,0.511650077,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,60,3/9/2020,0.601676484,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,57,3/10/2020,0.68720157,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,148,3/11/2020,0.906265826,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,259,3/12/2020,1.287377614,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,406,3/13/2020,1.890554537,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,484,3/14/2020,2.604764029,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,478,3/15/2020,3.30396912,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,361,3/16/2020,3.838125799,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,442,3/17/2020,4.468310645,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,611,3/18/2020,5.325061947,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,769,3/19/2020,6.396376185,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,999,3/20/2020,7.811291208,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,1055,3/21/2020,9.317733077,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,1255,3/22/2020,11.07924977,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,1198,3/23/2020,12.78675061,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,1378,3/24/2020,14.76883199,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,2338,3/25/2020,18.05479583,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,2375,3/26/2020,21.2297271,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,2692,3/27/2020,24.65973319,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,3087,3/28/2020,28.5653788,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,3197,3/29/2020,32.64507545,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,2822,3/30/2020,36.33765856,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,2858,3/31/2020,39.96272187,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,4273,4/1/2020,45.45733355,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,4514,4/2/2020,51.07648175,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,4913,4/3/2020,56.94920434,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,4868,4/4/2020,62.67038248,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,4911,4/5/2020,68.15599152,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,4020,4/6/2020,72.3902335,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,3592,4/7/2020,75.7122079,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,5282,4/8/2020,80.12950359,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,5450,4/9/2020,84.74335692,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,5131,4/10/2020,88.40293035,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,4858,4/11/2020,91.06020978,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,4313,4/12/2020,92.73470094,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,3579,4/13/2020,93.87053411,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,3489,4/14/2020,94.81731181,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,4178,4/15/2020,94.67477,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,4326,4/16/2020,94.39268726,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,5065,4/17/2020,94.62075416,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,5292,4/18/2020,95.25694077,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,4956,4/19/2020,95.32446057,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,4721,4/20/2020,96.37626909,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,3853,4/21/2020,96.76788396,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,4854,4/22/2020,96.12569559,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,4760,4/23/2020,95.09039191,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,5487,4/24/2020,95.62454859,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,5158,4/25/2020,96.07468063,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,4970,4/26/2020,97.06046978,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,3748,4/27/2020,97.31404416,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,3473,4/28/2020,97.29003711,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,4706,4/29/2020,98.08226949,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,4729,4/30/2020,98.68694686,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,5442,5/1/2020,99.25261278,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,4966,5/2/2020,98.7634693,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,4737,5/3/2020,98.43487292,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,3229,5/4/2020,96.19621627,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,2982,5/5/2020,94.88933294,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,3389,5/6/2020,92.69118818,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,3682,5/7/2020,91.07371374,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,3827,5/8/2020,88.58298316,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,3767,5/9/2020,86.49587097,"Epidemic intelligence, national daily data"
United Kingdom,GBR,Europe,66647112,confirmed cases,3063,5/10/2020,83.63453168,"Epidemic intelligence, national daily data"
